school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,positive,weights
GP,M,17.0,U,LE3,A,3.0,2.0,other,other,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,4,4,1,2,5,10,16.0,18.0,18.0,True,0.0037593984962406013
GP,F,18.0,U,GT3,T,3.0,2.0,at_home,other,reputation,father,1,3,0,no,yes,no,no,yes,yes,yes,yes,4,3,4,1,2,2,5,14.0,17.0,17.0,True,0.0026109660574412533
GP,M,18.0,R,GT3,T,2.0,3.0,other,services,reputation,father,1,1,0,no,no,no,no,yes,yes,yes,no,3,1,3,4,5,4,13,13.0,14.0,14.0,True,0.0037593984962406013
GP,M,19.0,U,GT3,T,2.0,1.0,other,other,reputation,mother,1,1,0,no,no,no,no,yes,yes,yes,no,5,3,4,1,4,4,10,7.0,11.0,11.0,True,0.0037593984962406013
GP,F,18.0,U,LE3,A,2.0,2.0,services,other,reputation,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,4,1,4,1,3,4,10,14.0,17.0,17.0,True,0.0026109660574412533
GP,F,20.0,U,GT3,T,1.0,0.0,other,other,reputation,mother,2,1,1,yes,no,no,no,yes,yes,yes,yes,5,3,1,1,1,5,5,8.0,10.0,10.0,True,0.0026109660574412533
GP,F,18.0,U,GT3,T,3.0,2.0,services,other,home,mother,1,2,0,no,yes,no,yes,no,yes,yes,yes,3,1,2,1,2,1,4,10.0,13.0,13.0,True,0.0026109660574412533
MS,F,16.0,U,GT3,T,1.0,3.0,at_home,other,other,father,2,1,0,no,yes,no,no,yes,no,yes,yes,4,3,3,1,3,5,11,10.0,11.0,11.0,True,0.0026109660574412533
MS,F,16.0,R,GT3,T,2.0,2.0,other,other,course,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,1,5,0,12.0,12.0,12.0,True,0.0026109660574412533
MS,F,15.0,R,GT3,T,1.0,1.0,at_home,services,other,mother,1,1,1,no,yes,no,no,yes,yes,no,yes,4,1,3,1,1,2,6,10.0,10.0,10.0,True,0.0026109660574412533
MS,F,15.0,R,GT3,T,3.0,3.0,at_home,other,course,mother,2,1,0,no,yes,no,no,yes,yes,yes,no,5,4,4,2,3,5,4,10.0,10.0,11.0,True,0.0026109660574412533
MS,F,16.0,R,GT3,T,2.0,3.0,at_home,services,course,mother,2,2,0,no,no,no,no,yes,yes,no,no,4,5,2,1,2,5,0,16.0,17.0,17.0,True,0.0026109660574412533
MS,F,15.0,R,LE3,T,2.0,1.0,at_home,other,home,mother,2,1,0,no,no,no,no,yes,no,no,no,1,3,4,1,1,1,0,6.0,8.0,9.0,False,0.0026109660574412533
MS,M,16.0,R,LE3,A,4.0,4.0,at_home,other,home,mother,1,2,0,no,yes,no,no,yes,yes,no,no,5,3,2,1,3,2,5,10.0,11.0,11.0,True,0.0037593984962406013
MS,M,16.0,U,GT3,A,1.0,2.0,other,other,other,mother,1,3,0,yes,no,no,no,yes,yes,yes,no,4,4,3,1,1,5,0,10.0,11.0,11.0,True,0.0037593984962406013
MS,F,17.0,R,GT3,T,3.0,2.0,at_home,other,course,father,1,2,1,no,no,no,no,yes,yes,no,yes,4,5,4,1,2,5,0,10.0,10.0,10.0,True,0.0026109660574412533
MS,F,17.0,R,GT3,T,1.0,1.0,other,other,other,father,1,1,1,no,yes,no,no,no,no,yes,no,5,4,4,2,2,5,0,6.0,6.0,7.0,False,0.0026109660574412533
MS,F,15.0,R,GT3,T,4.0,4.0,teacher,other,course,mother,2,1,0,no,no,no,no,yes,yes,yes,yes,1,5,1,3,5,5,0,13.0,14.0,14.0,True,0.0026109660574412533
MS,F,16.0,U,LE3,A,2.0,2.0,at_home,other,reputation,mother,2,4,0,no,no,no,yes,no,no,no,yes,1,2,1,1,1,1,4,10.0,9.0,11.0,True,0.0026109660574412533
MS,F,15.0,R,LE3,T,1.0,1.0,at_home,services,reputation,father,2,2,0,no,yes,no,no,yes,yes,yes,no,5,4,3,1,2,4,0,10.0,10.0,10.0,True,0.0026109660574412533
MS,F,15.0,R,LE3,T,1.0,1.0,other,services,course,mother,2,1,1,no,yes,no,no,yes,yes,yes,yes,4,4,3,1,2,2,4,6.0,7.0,8.0,False,0.0026109660574412533
MS,F,16.0,R,GT3,T,0.0,2.0,other,other,other,mother,2,1,0,no,yes,no,yes,yes,yes,no,no,3,2,3,1,2,2,0,12.0,11.0,12.0,True,0.0026109660574412533
MS,F,17.0,R,GT3,T,2.0,3.0,other,other,course,mother,2,1,0,no,yes,no,no,yes,yes,yes,no,5,5,5,1,3,3,2,10.0,11.0,12.0,True,0.0026109660574412533
MS,F,15.0,R,GT3,T,3.0,3.0,other,services,course,father,2,1,0,no,no,no,no,no,yes,yes,no,4,1,3,1,1,4,0,14.0,16.0,16.0,True,0.0026109660574412533
MS,M,16.0,U,GT3,T,1.0,1.0,at_home,services,home,mother,2,2,0,no,yes,no,yes,yes,yes,no,yes,5,4,5,4,5,3,0,7.0,0.0,0.0,False,0.0037593984962406013
MS,M,17.0,U,GT3,T,1.0,1.0,other,other,home,mother,1,2,0,no,no,yes,no,no,yes,yes,no,4,4,3,2,4,5,4,8.0,9.0,9.0,False,0.0037593984962406013
MS,M,15.0,R,LE3,T,4.0,1.0,health,services,reputation,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,4,1,2,2,0,12.0,13.0,14.0,True,0.0037593984962406013
MS,M,15.0,R,LE3,T,4.0,1.0,health,services,reputation,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,4,1,2,2,7,7.0,9.0,8.0,False,0.0037593984962406013
MS,M,16.0,R,GT3,T,3.0,4.0,other,health,other,mother,3,2,0,no,no,no,no,no,yes,no,no,3,4,5,1,2,5,4,9.0,10.0,11.0,True,0.0037593984962406013
MS,M,15.0,R,GT3,T,1.0,1.0,other,other,course,mother,4,2,0,no,yes,no,yes,yes,yes,no,yes,5,4,5,2,4,4,8,7.0,9.0,9.0,False,0.0037593984962406013
MS,M,15.0,U,LE3,T,3.0,3.0,at_home,at_home,reputation,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,5,0,11.0,11.0,11.0,True,0.0037593984962406013
MS,M,17.0,R,GT3,T,2.0,1.0,other,other,other,mother,3,1,0,no,no,no,yes,yes,no,no,yes,5,5,5,5,5,3,8,8.0,10.0,9.0,False,0.0037593984962406013
MS,F,16.0,R,GT3,T,4.0,4.0,teacher,teacher,course,mother,2,3,0,no,no,no,yes,yes,yes,yes,yes,4,2,2,1,1,4,6,16.0,16.0,17.0,True,0.0026109660574412533
MS,F,15.0,R,GT3,T,1.0,2.0,other,services,course,mother,2,1,0,no,no,no,no,yes,yes,no,no,5,1,2,1,1,1,3,11.0,13.0,13.0,True,0.0026109660574412533
MS,F,16.0,R,GT3,T,2.0,3.0,other,services,course,mother,3,2,0,no,yes,no,no,yes,yes,yes,no,4,5,4,1,2,1,2,15.0,15.0,15.0,True,0.0026109660574412533
MS,M,16.0,R,GT3,T,1.0,2.0,other,other,course,father,2,2,0,no,no,no,no,yes,yes,no,no,4,3,3,1,1,5,0,10.0,11.0,11.0,True,0.0037593984962406013
MS,F,16.0,R,GT3,T,2.0,2.0,other,other,course,mother,3,2,0,no,yes,no,no,yes,yes,yes,no,4,4,5,1,1,4,4,9.0,10.0,11.0,True,0.0026109660574412533
MS,F,16.0,U,GT3,T,1.0,2.0,other,services,course,mother,1,3,1,no,yes,no,no,yes,yes,no,no,1,3,2,1,2,4,0,10.0,8.0,8.0,False,0.0026109660574412533
MS,F,16.0,U,GT3,T,1.0,2.0,other,services,course,mother,1,3,1,no,yes,no,no,yes,yes,no,no,1,3,2,1,2,4,3,9.0,8.0,8.0,False,0.0026109660574412533
MS,F,15.0,U,GT3,T,2.0,1.0,at_home,other,home,mother,1,2,0,yes,yes,no,no,no,yes,yes,no,4,4,2,3,3,2,0,9.0,10.0,9.0,False,0.0026109660574412533
MS,F,16.0,U,GT3,T,1.0,1.0,at_home,other,course,father,1,2,0,no,yes,no,no,no,yes,no,yes,5,4,3,2,1,2,0,13.0,14.0,15.0,True,0.0026109660574412533
MS,M,17.0,R,LE3,T,1.0,2.0,at_home,services,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,5,5,5,5,5,3,4,10.0,11.0,11.0,True,0.0037593984962406013
MS,F,16.0,R,GT3,T,1.0,1.0,other,other,home,father,4,4,0,no,yes,no,no,no,yes,yes,no,4,3,2,1,1,1,0,13.0,10.0,13.0,True,0.0026109660574412533
MS,F,16.0,R,GT3,T,1.0,1.0,at_home,other,other,father,4,3,0,yes,yes,no,no,yes,yes,no,no,4,4,3,1,1,5,2,10.0,9.0,10.0,True,0.0026109660574412533
MS,F,15.0,R,GT3,T,1.0,1.0,at_home,other,home,father,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,1,2,1,11.0,10.0,11.0,True,0.0026109660574412533
MS,F,16.0,R,GT3,T,1.0,1.0,at_home,other,other,mother,2,1,0,no,no,no,yes,yes,yes,yes,yes,4,2,2,4,3,2,0,13.0,12.0,14.0,True,0.0026109660574412533
MS,F,15.0,R,GT3,T,1.0,1.0,at_home,at_home,course,father,3,2,0,no,yes,no,no,yes,yes,no,no,4,2,1,1,2,2,0,13.0,14.0,14.0,True,0.0026109660574412533
MS,F,15.0,R,LE3,T,2.0,2.0,other,other,other,father,1,3,0,yes,yes,no,no,yes,yes,no,no,4,4,3,2,2,5,2,14.0,11.0,12.0,True,0.0026109660574412533
MS,M,16.0,R,GT3,T,1.0,1.0,at_home,other,other,father,2,1,0,no,no,no,yes,yes,yes,no,no,3,4,4,3,4,5,6,11.0,11.0,11.0,True,0.0037593984962406013
MS,F,18.0,U,GT3,T,1.0,2.0,other,other,course,father,1,2,1,no,yes,no,yes,yes,yes,yes,yes,3,4,4,2,3,5,9,9.0,8.0,8.0,False,0.0026109660574412533
MS,M,15.0,U,GT3,T,3.0,1.0,other,services,home,mother,2,1,0,no,yes,no,no,yes,yes,no,no,3,2,3,1,3,4,0,10.0,9.0,11.0,True,0.0037593984962406013
MS,F,16.0,R,GT3,T,2.0,2.0,other,services,course,father,3,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,4,1,1,2,1,14.0,13.0,14.0,True,0.0026109660574412533
MS,M,15.0,U,GT3,T,2.0,2.0,health,other,reputation,mother,3,1,0,no,no,no,no,yes,yes,no,no,4,3,3,1,2,4,1,13.0,12.0,13.0,True,0.0037593984962406013
MS,M,16.0,U,GT3,T,4.0,4.0,other,teacher,course,father,1,2,0,no,yes,no,yes,yes,yes,no,yes,4,3,1,1,1,3,0,13.0,12.0,13.0,True,0.0037593984962406013
MS,F,15.0,R,GT3,T,3.0,3.0,services,other,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,5,4,1,1,1,4,13.0,12.0,12.0,True,0.0026109660574412533
MS,F,16.0,R,GT3,T,2.0,2.0,at_home,other,course,mother,2,2,1,no,yes,no,yes,no,yes,no,no,4,4,4,2,3,5,2,12.0,11.0,12.0,True,0.0026109660574412533
MS,F,16.0,R,LE3,T,2.0,2.0,other,other,home,father,3,1,0,no,yes,no,yes,yes,yes,no,yes,4,3,2,1,1,4,0,14.0,14.0,16.0,True,0.0026109660574412533
MS,M,16.0,U,LE3,T,2.0,1.0,at_home,services,course,mother,2,1,0,no,yes,no,yes,yes,yes,yes,no,2,4,3,2,3,4,4,10.0,8.0,10.0,True,0.0037593984962406013
MS,M,15.0,R,LE3,T,1.0,3.0,at_home,other,reputation,father,3,1,0,no,yes,no,yes,yes,yes,yes,no,4,2,4,3,5,3,2,10.0,11.0,11.0,True,0.0037593984962406013
MS,F,15.0,U,GT3,T,2.0,2.0,other,services,course,mother,2,3,0,no,yes,no,yes,yes,yes,no,no,5,3,2,1,1,4,0,12.0,13.0,14.0,True,0.0026109660574412533
MS,F,16.0,R,LE3,T,2.0,1.0,other,other,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,yes,5,4,3,1,1,5,2,10.0,8.0,8.0,False,0.0026109660574412533
MS,M,15.0,U,GT3,T,3.0,3.0,services,services,course,father,2,1,0,no,yes,no,yes,no,yes,yes,no,4,3,3,2,4,3,11,12.0,10.0,11.0,True,0.0037593984962406013
MS,F,16.0,R,GT3,T,1.0,1.0,at_home,other,course,father,2,2,3,yes,yes,no,no,yes,yes,no,no,3,4,3,1,1,1,0,7.0,7.0,8.0,False,0.0026109660574412533
MS,F,17.0,U,GT3,T,2.0,2.0,other,at_home,course,mother,1,1,0,no,yes,no,yes,yes,no,no,no,4,5,3,1,1,5,4,9.0,9.0,10.0,True,0.0026109660574412533
MS,F,19.0,U,GT3,T,2.0,3.0,at_home,services,course,other,1,1,1,no,no,no,no,yes,no,yes,yes,4,4,4,1,1,2,0,9.0,9.0,10.0,True,0.0026109660574412533
MS,F,17.0,R,GT3,T,2.0,1.0,at_home,other,course,mother,3,1,0,no,yes,no,yes,yes,no,no,yes,5,5,3,1,1,3,2,9.0,10.0,11.0,True,0.0026109660574412533
MS,F,15.0,R,LE3,T,1.0,1.0,at_home,other,course,mother,2,1,0,no,yes,no,no,yes,no,no,yes,5,2,1,1,3,4,0,9.0,10.0,9.0,False,0.0026109660574412533
MS,F,16.0,R,GT3,T,2.0,2.0,other,other,course,father,3,2,0,no,yes,no,no,yes,no,yes,no,3,4,5,1,2,1,1,9.0,10.0,11.0,True,0.0026109660574412533
MS,F,16.0,U,LE3,A,2.0,2.0,other,other,home,mother,1,1,0,no,yes,no,no,yes,no,no,no,4,3,4,1,2,1,6,7.0,7.0,8.0,False,0.0026109660574412533
MS,F,17.0,R,GT3,T,2.0,2.0,at_home,other,course,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,4,3,5,1,2,4,0,11.0,10.0,11.0,True,0.0026109660574412533
MS,F,16.0,U,GT3,T,2.0,2.0,other,services,course,father,1,1,1,no,yes,yes,yes,no,yes,yes,no,4,4,3,1,4,3,1,9.0,10.0,10.0,True,0.0026109660574412533
MS,F,18.0,R,LE3,A,3.0,2.0,other,other,course,other,2,3,2,no,yes,no,no,no,no,no,yes,3,3,2,1,1,2,6,7.0,9.0,10.0,True,0.0026109660574412533
MS,F,19.0,U,GT3,T,1.0,1.0,at_home,services,course,mother,1,3,1,no,no,no,yes,yes,no,no,yes,5,3,1,1,1,3,6,7.0,9.0,9.0,False,0.0026109660574412533
MS,M,18.0,R,GT3,T,1.0,1.0,other,other,home,mother,2,1,1,no,no,no,yes,yes,no,yes,no,4,4,3,3,4,4,0,8.0,9.0,10.0,True,0.0037593984962406013
MS,F,18.0,R,GT3,T,1.0,1.0,at_home,at_home,course,mother,2,1,1,no,no,no,no,no,no,yes,yes,3,2,3,1,1,2,4,9.0,11.0,10.0,True,0.0026109660574412533
MS,F,19.0,U,GT3,T,1.0,1.0,other,other,course,other,2,2,1,no,yes,no,no,yes,yes,yes,yes,1,1,4,4,1,1,12,7.0,8.0,9.0,False,0.0026109660574412533
MS,F,16.0,R,GT3,A,2.0,2.0,health,other,course,mother,1,2,0,no,no,no,no,no,yes,no,yes,3,3,2,1,1,3,2,8.0,10.0,10.0,True,0.0026109660574412533
MS,F,17.0,U,GT3,T,0.0,1.0,other,at_home,course,father,2,1,0,no,no,no,yes,no,yes,no,no,2,4,4,3,5,5,5,9.0,9.0,10.0,True,0.0026109660574412533
MS,F,16.0,R,LE3,T,1.0,2.0,at_home,other,course,mother,1,2,0,no,no,no,yes,yes,no,yes,no,4,4,5,1,3,3,0,8.0,9.0,9.0,False,0.0026109660574412533
MS,F,16.0,U,GT3,T,3.0,3.0,other,other,reputation,mother,1,1,0,no,no,no,yes,yes,no,yes,yes,4,5,4,1,1,4,0,14.0,13.0,13.0,True,0.0026109660574412533
MS,F,16.0,R,LE3,T,1.0,1.0,services,services,home,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,4,4,4,2,2,4,2,14.0,14.0,14.0,True,0.0026109660574412533
MS,M,17.0,U,GT3,T,3.0,3.0,services,at_home,course,mother,2,4,1,no,yes,yes,yes,yes,yes,no,no,5,4,5,3,4,5,0,10.0,11.0,10.0,True,0.0037593984962406013
MS,F,16.0,U,GT3,T,2.0,1.0,other,services,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,1,0,14.0,13.0,14.0,True,0.0026109660574412533
MS,F,16.0,U,GT3,T,2.0,2.0,services,other,course,mother,1,1,0,no,yes,yes,yes,yes,yes,no,yes,4,2,5,1,2,5,0,17.0,16.0,16.0,True,0.0026109660574412533
MS,M,17.0,U,GT3,T,1.0,2.0,other,other,course,father,1,1,1,no,yes,no,yes,yes,no,yes,yes,5,3,5,5,5,1,12,6.0,7.0,7.0,False,0.0037593984962406013
MS,M,16.0,U,LE3,T,4.0,3.0,other,other,course,father,1,1,0,no,no,no,yes,yes,yes,yes,no,4,2,5,1,5,5,8,14.0,12.0,13.0,True,0.0037593984962406013
MS,M,17.0,R,LE3,T,2.0,2.0,services,services,other,mother,3,4,1,no,yes,no,no,yes,yes,no,no,1,3,5,3,5,3,2,10.0,8.0,9.0,False,0.0037593984962406013
MS,F,16.0,U,GT3,T,1.0,1.0,other,other,course,other,1,4,0,yes,yes,no,yes,yes,yes,yes,no,2,2,1,1,1,5,0,14.0,14.0,14.0,True,0.0026109660574412533
MS,F,19.0,U,LE3,T,2.0,2.0,other,other,home,mother,1,3,0,no,no,no,no,yes,yes,yes,yes,5,4,5,1,1,1,0,12.0,13.0,13.0,True,0.0026109660574412533
MS,F,17.0,R,GT3,T,1.0,1.0,at_home,other,reputation,mother,2,1,0,no,yes,no,yes,no,yes,yes,yes,4,4,5,1,2,5,0,11.0,11.0,11.0,True,0.0026109660574412533
MS,F,20.0,U,GT3,T,3.0,3.0,at_home,services,other,mother,2,2,1,no,no,no,yes,yes,yes,yes,yes,3,3,4,2,4,3,8,11.0,9.0,10.0,True,0.0026109660574412533
MS,F,17.0,U,LE3,T,1.0,1.0,other,services,course,father,1,3,0,no,yes,no,no,yes,yes,no,yes,4,3,3,1,1,3,0,11.0,11.0,10.0,True,0.0026109660574412533
MS,M,17.0,R,GT3,T,2.0,2.0,other,other,course,mother,3,1,1,no,yes,no,no,no,yes,yes,no,4,4,5,1,2,5,0,10.0,9.0,9.0,False,0.0037593984962406013
MS,F,16.0,R,LE3,T,1.0,1.0,at_home,other,course,father,3,2,0,no,yes,no,no,yes,yes,no,no,5,3,2,1,1,1,0,16.0,17.0,18.0,True,0.0026109660574412533
MS,F,17.0,R,GT3,T,2.0,2.0,other,other,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,no,no,5,3,2,1,1,1,0,15.0,17.0,17.0,True,0.0026109660574412533
MS,F,17.0,U,GT3,A,1.0,0.0,other,other,other,mother,2,2,0,no,no,no,no,yes,yes,yes,yes,4,4,5,1,1,4,1,11.0,9.0,10.0,True,0.0026109660574412533
MS,F,18.0,R,GT3,T,1.0,1.0,at_home,other,other,mother,1,2,1,no,yes,no,no,yes,yes,yes,yes,4,3,2,1,1,5,9,7.0,7.0,7.0,False,0.0026109660574412533
MS,F,16.0,U,GT3,T,3.0,1.0,other,other,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,3,1,3,1,3,1,0,8.0,6.0,8.0,False,0.0026109660574412533
MS,F,16.0,U,GT3,T,3.0,2.0,services,at_home,course,mother,1,1,0,no,no,no,no,yes,yes,yes,no,3,1,3,1,4,3,2,7.0,6.0,7.0,False,0.0026109660574412533
MS,F,18.0,U,LE3,T,1.0,1.0,other,at_home,reputation,mother,2,2,0,yes,no,no,no,yes,yes,no,no,2,3,5,1,4,3,8,9.0,8.0,10.0,True,0.0026109660574412533
MS,F,16.0,R,GT3,T,4.0,4.0,health,teacher,reputation,father,1,2,0,no,no,no,yes,no,yes,yes,yes,4,3,3,2,3,2,0,14.0,16.0,16.0,True,0.0026109660574412533
MS,F,16.0,R,LE3,T,1.0,2.0,other,other,reputation,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,5,4,5,1,4,2,0,14.0,14.0,15.0,True,0.0026109660574412533
MS,F,18.0,U,GT3,A,2.0,4.0,other,services,reputation,father,1,2,1,no,yes,no,no,yes,yes,yes,no,2,3,2,1,3,1,8,8.0,5.0,8.0,False,0.0026109660574412533
MS,M,16.0,R,GT3,T,2.0,1.0,other,services,reputation,mother,2,2,0,no,no,no,yes,yes,yes,yes,no,5,2,1,1,1,2,0,8.0,7.0,0.0,False,0.0037593984962406013
MS,F,16.0,U,LE3,T,1.0,1.0,at_home,other,other,mother,3,2,0,no,yes,no,no,yes,yes,yes,no,4,3,2,1,3,5,6,6.0,8.0,8.0,False,0.0026109660574412533
MS,F,16.0,R,GT3,T,2.0,3.0,at_home,services,other,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,3,3,3,1,1,2,0,8.0,10.0,10.0,True,0.0026109660574412533
MS,F,16.0,U,GT3,T,4.0,4.0,health,health,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,4,1,2,3,4,8.0,8.0,8.0,False,0.0026109660574412533
MS,M,18.0,U,LE3,T,4.0,4.0,at_home,health,home,mother,1,4,0,no,yes,no,yes,yes,no,yes,yes,5,5,5,5,5,5,2,5.0,6.0,6.0,False,0.0037593984962406013
MS,F,16.0,R,LE3,T,3.0,4.0,at_home,other,other,mother,3,2,0,no,yes,no,no,no,yes,no,no,4,2,1,1,1,2,2,7.0,9.0,8.0,False,0.0026109660574412533
MS,M,17.0,U,LE3,T,4.0,4.0,other,services,home,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,4,4,3,1,2,5,0,15.0,14.0,16.0,True,0.0037593984962406013
MS,F,17.0,R,GT3,T,4.0,1.0,other,other,other,mother,1,1,0,no,no,no,no,yes,yes,yes,yes,4,2,3,1,2,5,1,13.0,14.0,14.0,True,0.0026109660574412533
MS,M,16.0,U,LE3,T,2.0,2.0,services,services,other,mother,4,3,0,no,no,no,no,yes,yes,no,no,5,1,3,2,2,3,0,10.0,9.0,10.0,True,0.0037593984962406013
MS,F,17.0,R,GT3,T,2.0,2.0,at_home,other,other,mother,1,1,0,no,yes,yes,no,yes,yes,yes,no,5,1,3,1,2,5,5,9.0,9.0,9.0,False,0.0026109660574412533
MS,F,16.0,U,LE3,T,4.0,4.0,services,services,other,father,2,1,0,no,yes,no,no,yes,yes,no,no,5,1,3,1,2,5,1,11.0,11.0,11.0,True,0.0026109660574412533
MS,M,17.0,U,GT3,T,3.0,3.0,services,services,home,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,1,4,5,5,3,8,7.0,10.0,9.0,False,0.0037593984962406013
MS,M,17.0,U,GT3,T,1.0,1.0,at_home,services,other,mother,3,2,0,no,no,no,no,yes,yes,yes,yes,5,1,3,3,3,1,0,10.0,10.0,10.0,True,0.0037593984962406013
MS,M,16.0,U,GT3,T,2.0,1.0,health,services,other,mother,2,2,0,no,no,no,no,no,yes,yes,yes,4,2,2,1,4,5,2,9.0,7.0,8.0,False,0.0037593984962406013
MS,F,16.0,U,LE3,T,2.0,1.0,other,services,other,mother,1,2,0,no,no,no,no,yes,yes,yes,yes,3,2,2,1,1,3,0,14.0,15.0,16.0,True,0.0026109660574412533
MS,M,16.0,U,LE3,T,4.0,4.0,teacher,health,other,father,1,1,0,no,yes,no,no,yes,yes,yes,no,4,1,2,2,5,5,0,11.0,12.0,12.0,True,0.0037593984962406013
MS,M,15.0,R,GT3,T,1.0,2.0,other,services,course,mother,3,2,0,no,yes,no,yes,yes,yes,no,no,5,5,5,1,3,5,11,9.0,11.0,10.0,True,0.0037593984962406013
MS,M,15.0,U,LE3,A,2.0,2.0,other,other,reputation,mother,3,4,0,no,yes,no,yes,yes,yes,no,no,5,4,5,2,3,5,8,13.0,14.0,14.0,True,0.0037593984962406013
MS,M,15.0,U,LE3,A,2.0,1.0,services,services,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,4,3,3,1,2,5,11,12.0,13.0,12.0,True,0.0037593984962406013
MS,F,16.0,R,LE3,T,2.0,2.0,other,other,course,mother,1,3,0,no,yes,no,no,no,yes,no,yes,4,3,3,2,2,5,2,11.0,11.0,11.0,True,0.0026109660574412533
MS,F,16.0,U,LE3,T,4.0,1.0,other,other,home,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,1,2,4,2,2,1,8,9.0,10.0,10.0,True,0.0026109660574412533
MS,F,17.0,U,GT3,T,3.0,2.0,at_home,other,home,mother,2,1,0,no,no,no,no,yes,yes,no,yes,4,3,3,2,2,1,5,9.0,11.0,11.0,True,0.0026109660574412533
MS,F,17.0,R,GT3,T,2.0,2.0,other,other,other,mother,2,2,0,yes,no,yes,no,yes,yes,no,no,5,1,3,1,1,5,0,11.0,9.0,11.0,True,0.0026109660574412533
MS,F,16.0,U,GT3,T,4.0,4.0,teacher,services,course,mother,2,3,0,no,yes,no,no,yes,yes,yes,yes,5,3,5,1,4,5,1,10.0,11.0,12.0,True,0.0026109660574412533
MS,M,17.0,R,GT3,T,4.0,4.0,health,other,course,father,3,1,3,no,no,no,yes,yes,yes,yes,yes,3,3,3,1,3,5,2,9.0,9.0,8.0,False,0.0037593984962406013
MS,M,17.0,R,LE3,T,1.0,3.0,other,other,course,father,2,1,0,no,no,no,yes,yes,yes,no,yes,5,1,2,3,3,5,2,12.0,11.0,12.0,True,0.0037593984962406013
MS,M,17.0,U,GT3,T,3.0,4.0,services,other,other,mother,1,2,1,no,yes,no,yes,no,yes,yes,yes,5,4,4,3,4,5,8,8.0,9.0,8.0,False,0.0037593984962406013
MS,F,17.0,U,GT3,T,4.0,4.0,health,health,course,father,1,2,0,no,yes,no,no,yes,yes,yes,no,5,2,5,1,1,5,0,13.0,15.0,16.0,True,0.0026109660574412533
MS,M,16.0,R,LE3,T,4.0,1.0,other,at_home,other,father,1,1,0,no,no,no,no,yes,yes,yes,no,4,1,2,2,1,2,0,10.0,11.0,11.0,True,0.0037593984962406013
MS,F,17.0,U,GT3,A,1.0,1.0,at_home,at_home,other,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,5,5,1,2,3,2,11.0,10.0,11.0,True,0.0026109660574412533
MS,F,17.0,R,GT3,T,4.0,2.0,other,other,course,mother,2,2,0,yes,yes,no,no,no,yes,yes,no,4,3,3,2,3,5,0,17.0,18.0,18.0,True,0.0026109660574412533
MS,M,16.0,U,LE3,A,2.0,2.0,other,services,course,father,2,2,0,no,yes,no,no,no,yes,yes,yes,4,1,2,2,2,5,0,12.0,13.0,13.0,True,0.0037593984962406013
MS,M,17.0,U,GT3,T,3.0,2.0,other,other,other,father,2,2,0,no,yes,yes,no,yes,yes,yes,no,4,1,2,2,2,1,0,13.0,14.0,13.0,True,0.0037593984962406013
MS,M,19.0,U,GT3,T,1.0,1.0,other,other,other,mother,1,2,2,no,yes,no,yes,yes,no,yes,no,4,4,3,3,4,4,2,9.0,9.0,10.0,True,0.0037593984962406013
MS,M,17.0,U,LE3,A,1.0,0.0,other,other,home,mother,1,1,0,no,no,no,no,yes,yes,no,yes,4,1,2,1,1,5,4,11.0,11.0,12.0,True,0.0037593984962406013
MS,F,17.0,R,GT3,T,1.0,1.0,at_home,at_home,course,father,2,1,0,no,yes,no,yes,yes,no,yes,yes,3,5,5,2,2,4,3,10.0,11.0,10.0,True,0.0026109660574412533
MS,F,16.0,R,GT3,T,1.0,2.0,other,other,home,father,1,3,0,yes,yes,no,no,no,yes,yes,yes,4,3,4,1,1,3,5,13.0,14.0,13.0,True,0.0026109660574412533
